year;month;day;lod(ms);sig(ms);
1979;10;28;2.5130;0.7000;
1979;10;29;2.6410;0.7000;
1979;10;30;2.7960;0.7000;
1979;10;31;2.9330;0.7000;
1979;11;1;3.0330;0.7000;
1979;11;2;3.0630;0.7000;
1979;11;3;2.9910;0.7000;
1979;11;4;2.8440;0.7000;
1979;11;5;2.6580;0.7000;
1979;11;6;2.4870;0.7000;
1979;11;7;2.3520;0.7000;
1979;11;8;2.2800;0.7000;
1979;11;9;2.2500;0.7000;
1979;11;10;2.2730;0.7000;
1979;11;11;2.3200;0.7000;
1979;11;12;2.3960;0.7000;
1979;11;13;2.4690;0.7000;
1979;11;14;2.5360;0.7000;
1979;11;15;2.5850;0.7000;
1979;11;16;2.6100;0.7000;
1979;11;17;2.5990;0.7000;
1979;11;18;2.5690;0.7000;
1979;11;19;2.5140;0.7000;
1979;11;20;2.4340;0.7000;
1979;11;21;2.3700;0.7000;
1979;11;22;2.3250;0.7000;
1979;11;23;2.3380;0.7000;
1979;11;24;2.4060;0.7000;
1979;11;25;2.5310;0.7000;
1979;11;26;2.6730;0.7000;
1979;11;27;2.8140;0.7000;
1979;11;28;2.9320;0.7000;
1979;11;29;2.9910;0.7000;
1979;11;30;2.9760;0.7000;
1979;12;1;2.8890;0.7000;
1979;12;2;2.7640;0.7000;
1979;12;3;2.6140;0.7000;
1979;12;4;2.4760;0.7000;
1979;12;5;2.3910;0.7000;
1979;12;6;2.3560;0.7000;
1979;12;7;2.3570;0.7000;
1979;12;8;2.4020;0.7000;
1979;12;9;2.4610;0.7000;
1979;12;10;2.5200;0.7000;
1979;12;11;2.5880;0.7000;
1979;12;12;2.6320;0.7000;
1979;12;13;2.6540;0.7000;
1979;12;14;2.6520;0.7000;
1979;12;15;2.6150;0.7000;
1979;12;16;2.5650;0.7000;
1979;12;17;2.4880;0.7000;
1979;12;18;2.4180;0.7000;
1979;12;19;2.3540;0.7000;
1979;12;20;2.3410;0.7000;
1979;12;21;2.3840;0.7000;
1979;12;22;2.4810;0.7000;
1979;12;23;2.6090;0.7000;
1979;12;24;2.7350;0.7000;
1979;12;25;2.8270;0.7000;
1979;12;26;2.8600;0.7000;
1979;12;27;2.8250;0.7000;
1979;12;28;2.7370;0.7000;
1979;12;29;2.6040;0.7000;
1979;12;30;2.4540;0.7000;
1979;12;31;2.3160;0.7000;
1980;1;1;2.2150;0.1500;
1980;1;2;2.1710;0.1500;
1980;1;3;2.1740;0.1500;
1980;1;4;2.2130;0.1500;
1980;1;5;2.2770;0.1500;
1980;1;6;2.3540;0.1500;
1980;1;7;2.4410;0.1500;
1980;1;8;2.5170;0.1500;
1980;1;9;2.5740;0.1500;
1980;1;10;2.6060;0.1500;
1980;1;11;2.6040;0.1500;
1980;1;12;2.5910;0.1500;
1980;1;13;2.5650;0.1500;
1980;1;14;2.5230;0.1500;
1980;1;15;2.5010;0.1500;
1980;1;16;2.4990;0.1500;
1980;1;17;2.5390;0.1500;
1980;1;18;2.6200;0.1500;
1980;1;19;2.7570;0.1500;
1980;1;20;2.8950;0.1500;
1980;1;21;3.0010;0.1500;
1980;1;22;3.0390;0.1500;
1980;1;23;3.0050;0.1500;
1980;1;24;2.8880;0.1500;
1980;1;25;2.7220;0.1500;
1980;1;26;2.5290;0.1500;
1980;1;27;2.3590;0.1500;
1980;1;28;2.2140;0.1500;
1980;1;29;2.1170;0.1500;
1980;1;30;2.0700;0.1500;
1980;1;31;2.0640;0.1500;
1980;2;1;2.0850;0.1500;
1980;2;2;2.1110;0.1500;
1980;2;3;2.1700;0.1500;
1980;2;4;2.2390;0.1500;
1980;2;5;2.2910;0.1500;
1980;2;6;2.2870;0.1500;
1980;2;7;2.2270;0.1500;
1980;2;8;2.1640;0.1500;
1980;2;9;2.0860;0.1500;
1980;2;10;2.0350;0.1500;
1980;2;11;2.0010;0.1500;
1980;2;12;2.0110;0.1500;
1980;2;13;2.0860;0.1500;
1980;2;14;2.2410;0.1500;
1980;2;15;2.4470;0.1500;
1980;2;16;2.6990;0.1500;
1980;2;17;2.9320;0.1500;
1980;2;18;3.1040;0.1500;
1980;2;19;3.1810;0.1500;
1980;2;20;3.1510;0.1500;
1980;2;21;3.0570;0.1500;
1980;2;22;2.9110;0.1500;
1980;2;23;2.7410;0.1500;
1980;2;24;2.5890;0.1500;
1980;2;25;2.4580;0.1500;
1980;2;26;2.3710;0.1500;
1980;2;27;2.3220;0.1500;
1980;2;28;2.3070;0.1500;
1980;2;29;2.3120;0.1500;
1980;3;1;2.3220;0.1500;
1980;3;2;2.3350;0.1500;
1980;3;3;2.3420;0.1500;
1980;3;4;2.3250;0.1500;
1980;3;5;2.2800;0.1500;
1980;3;6;2.2370;0.1500;
1980;3;7;2.1850;0.1500;
1980;3;8;2.1340;0.1500;
1980;3;9;2.0900;0.1500;
1980;3;10;2.0770;0.1500;
1980;3;11;2.1010;0.1500;
1980;3;12;2.1810;0.1500;
1980;3;13;2.3340;0.1500;
1980;3;14;2.5440;0.1500;
1980;3;15;2.7760;0.1500;
1980;3;16;2.9790;0.1500;
1980;3;17;3.1200;0.1500;
1980;3;18;3.1430;0.1500;
1980;3;19;3.0620;0.1500;
1980;3;20;2.9050;0.1500;
1980;3;21;2.7420;0.1500;
1980;3;22;2.5960;0.1500;
1980;3;23;2.5120;0.1500;
1980;3;24;2.4780;0.1500;
1980;3;25;2.4970;0.1500;
1980;3;26;2.5580;0.1500;
1980;3;27;2.6360;0.1500;
1980;3;28;2.7150;0.1500;
1980;3;29;2.7810;0.1500;
1980;3;30;2.8340;0.1500;
1980;3;31;2.8540;0.1500;
1980;4;1;2.8460;0.1500;
1980;4;2;2.8100;0.1500;
1980;4;3;2.7370;0.1500;
1980;4;4;2.6400;0.1500;
1980;4;5;2.5320;0.1500;
1980;4;6;2.4410;0.1500;
1980;4;7;2.3840;0.1500;
1980;4;8;2.3860;0.1500;
1980;4;9;2.4460;0.1500;
1980;4;10;2.5660;0.1500;
1980;4;11;2.7390;0.1500;
1980;4;12;2.9260;0.1500;
1980;4;13;3.0770;0.1500;
1980;4;14;3.1370;0.1500;
1980;4;15;3.0970;0.1500;
1980;4;16;2.9810;0.1500;
1980;4;17;2.8050;0.1500;
1980;4;18;2.6300;0.1500;
1980;4;19;2.4960;0.1500;
1980;4;20;2.4220;0.1500;
1980;4;21;2.4070;0.1500;
1980;4;22;2.4510;0.1500;
1980;4;23;2.5180;0.1500;
1980;4;24;2.5820;0.1500;
1980;4;25;2.6490;0.1500;
1980;4;26;2.6950;0.1500;
1980;4;27;2.7210;0.1500;
1980;4;28;2.7010;0.1500;
1980;4;29;2.6320;0.1500;
1980;4;30;2.5570;0.1500;
1980;5;1;2.4610;0.1500;
1980;5;2;2.3570;0.1500;
1980;5;3;2.2810;0.1500;
1980;5;4;2.2350;0.1500;
1980;5;5;2.2230;0.1500;
1980;5;6;2.2760;0.1500;
1980;5;7;2.3740;0.1500;
1980;5;8;2.5160;0.1500;
1980;5;9;2.6980;0.1500;
1980;5;10;2.8530;0.1500;
1980;5;11;2.9580;0.1500;
1980;5;12;2.9720;0.1500;
1980;5;13;2.8870;0.1500;
1980;5;14;2.7290;0.1500;
1980;5;15;2.5520;0.1500;
1980;5;16;2.3940;0.1500;
1980;5;17;2.2770;0.1500;
1980;5;18;2.2110;0.1500;
1980;5;19;2.2100;0.1500;
1980;5;20;2.2360;0.1500;
1980;5;21;2.2950;0.1500;
1980;5;22;2.3600;0.1500;
1980;5;23;2.3990;0.1500;
1980;5;24;2.4000;0.1500;
1980;5;25;2.3760;0.1500;
1980;5;26;2.3150;0.1500;
1980;5;27;2.2280;0.1500;
1980;5;28;2.1190;0.1500;
1980;5;29;2.0080;0.1500;
1980;5;30;1.8970;0.1500;
1980;5;31;1.8080;0.1500;
1980;6;1;1.7580;0.1500;
1980;6;2;1.7620;0.1500;
1980;6;3;1.8210;0.1500;
1980;6;4;1.9320;0.1500;
1980;6;5;2.0720;0.1500;
1980;6;6;2.2020;0.1500;
1980;6;7;2.2990;0.1500;
1980;6;8;2.3370;0.1500;
1980;6;9;2.3230;0.1500;
1980;6;10;2.2250;0.1500;
1980;6;11;2.0730;0.1500;
1980;6;12;1.9300;0.1500;
1980;6;13;1.8110;0.1500;
1980;6;14;1.7490;0.1500;
1980;6;15;1.7540;0.1500;
1980;6;16;1.7930;0.1500;
1980;6;17;1.8480;0.1500;
1980;6;18;1.9130;0.1500;
1980;6;19;1.9650;0.1500;
1980;6;20;2.0010;0.1500;
1980;6;21;2.0040;0.1500;
1980;6;22;1.9790;0.1500;
1980;6;23;1.9280;0.1500;
1980;6;24;1.8570;0.1500;
1980;6;25;1.7620;0.1500;
1980;6;26;1.6640;0.1500;
1980;6;27;1.5800;0.1500;
1980;6;28;1.5180;0.1500;
1980;6;29;1.5070;0.1500;
1980;6;30;1.5540;0.1500;
1980;7;1;1.6500;0.1500;
1980;7;2;1.7780;0.1500;
1980;7;3;1.8950;0.1500;
1980;7;4;1.9760;0.1500;
1980;7;5;2.0010;0.1500;
1980;7;6;1.9510;0.1500;
1980;7;7;1.8460;0.1500;
1980;7;8;1.7090;0.1500;
1980;7;9;1.5730;0.1500;
1980;7;10;1.4500;0.1500;
1980;7;11;1.3770;0.1500;
1980;7;12;1.3600;0.1500;
1980;7;13;1.3920;0.1500;
1980;7;14;1.4550;0.1500;
1980;7;15;1.5320;0.1500;
1980;7;16;1.6070;0.1500;
1980;7;17;1.6690;0.1500;
1980;7;18;1.7090;0.1500;
1980;7;19;1.7110;0.1500;
1980;7;20;1.6950;0.1500;
1980;7;21;1.6570;0.1500;
1980;7;22;1.5960;0.1500;
1980;7;23;1.5420;0.1500;
1980;7;24;1.4880;0.1500;
1980;7;25;1.4680;0.1500;
1980;7;26;1.4830;0.1500;
1980;7;27;1.5460;0.1500;
1980;7;28;1.6690;0.1500;
1980;7;29;1.8190;0.1500;
1980;7;30;1.9680;0.1500;
1980;7;31;2.0620;0.1500;
1980;8;1;2.0680;0.1500;
1980;8;2;1.9970;0.1500;
1980;8;3;1.8630;0.1500;
1980;8;4;1.6860;0.1500;
1980;8;5;1.5190;0.1500;
1980;8;6;1.3760;0.1500;
1980;8;7;1.2890;0.1500;
1980;8;8;1.2690;0.1500;
1980;8;9;1.2910;0.1500;
1980;8;10;1.3610;0.1500;
1980;8;11;1.4500;0.1500;
1980;8;12;1.5490;0.1500;
1980;8;13;1.6370;0.1500;
1980;8;14;1.7030;0.1500;
1980;8;15;1.7520;0.1500;
1980;8;16;1.7620;0.1500;
1980;8;17;1.7470;0.1500;
1980;8;18;1.7150;0.1500;
1980;8;19;1.6890;0.1500;
1980;8;20;1.6620;0.1500;
1980;8;21;1.6660;0.1500;
1980;8;22;1.6970;0.1500;
1980;8;23;1.7710;0.1500;
1980;8;24;1.9090;0.1500;
1980;8;25;2.1020;0.1500;
1980;8;26;2.3090;0.1500;
1980;8;27;2.4800;0.1500;
1980;8;28;2.5760;0.1500;
1980;8;29;2.5690;0.1500;
1980;8;30;2.4530;0.1500;
1980;8;31;2.2910;0.1500;
1980;9;1;2.1080;0.1500;
1980;9;2;1.9460;0.1500;
1980;9;3;1.8440;0.1500;
1980;9;4;1.8020;0.1500;
1980;9;5;1.8290;0.1500;
1980;9;6;1.9100;0.1500;
1980;9;7;2.0170;0.1500;
1980;9;8;2.1200;0.1500;
1980;9;9;2.2140;0.1500;
1980;9;10;2.2970;0.1500;
1980;9;11;2.3440;0.1500;
1980;9;12;2.3700;0.1500;
1980;9;13;2.3590;0.1500;
1980;9;14;2.3150;0.1500;
1980;9;15;2.2630;0.1500;
1980;9;16;2.2050;0.1500;
1980;9;17;2.1680;0.1500;
1980;9;18;2.1440;0.1500;
1980;9;19;2.1680;0.1500;
1980;9;20;2.2400;0.1500;
1980;9;21;2.3750;0.1500;
1980;9;22;2.5560;0.1500;
1980;9;23;2.7540;0.1500;
1980;9;24;2.9050;0.1500;
1980;9;25;2.9710;0.1500;
1980;9;26;2.9190;0.1500;
1980;9;27;2.7780;0.1500;
1980;9;28;2.5820;0.1500;
1980;9;29;2.3880;0.1500;
1980;9;30;2.2380;0.1500;
1980;10;1;2.1440;0.1500;
1980;10;2;2.1250;0.1500;
1980;10;3;2.1500;0.1500;
1980;10;4;2.2080;0.1500;
1980;10;5;2.2890;0.1500;
1980;10;6;2.3670;0.1500;
1980;10;7;2.4380;0.1500;
1980;10;8;2.4820;0.1500;
1980;10;9;2.4960;0.1500;
1980;10;10;2.4810;0.1500;
1980;10;11;2.4400;0.1500;
1980;10;12;2.3830;0.1500;
1980;10;13;2.3240;0.1500;
1980;10;14;2.2810;0.1500;
1980;10;15;2.2480;0.1500;
1980;10;16;2.2680;0.1500;
1980;10;17;2.3330;0.1500;
1980;10;18;2.4560;0.1500;
1980;10;19;2.6440;0.1500;
1980;10;20;2.8640;0.1500;
1980;10;21;3.0720;0.1500;
1980;10;22;3.2170;0.1500;
1980;10;23;3.2570;0.1500;
1980;10;24;3.1810;0.1500;
1980;10;25;3.0070;0.1500;
1980;10;26;2.7960;0.1500;
1980;10;27;2.6070;0.1500;
1980;10;28;2.4660;0.1500;
1980;10;29;2.3960;0.1500;
1980;10;30;2.3880;0.1500;
1980;10;31;2.4230;0.1500;
1980;11;1;2.4770;0.1500;
1980;11;2;2.5240;0.1500;
1980;11;3;2.5680;0.1500;
1980;11;4;2.5790;0.1500;
1980;11;5;2.5610;0.1500;
1980;11;6;2.5130;0.1500;
1980;11;7;2.4380;0.1500;
1980;11;8;2.3430;0.1500;
1980;11;9;2.2400;0.1500;
1980;11;10;2.1540;0.1500;
1980;11;11;2.0820;0.1500;
1980;11;12;2.0600;0.1500;
1980;11;13;2.0900;0.1500;
1980;11;14;2.1840;0.1500;
1980;11;15;2.3300;0.1500;
1980;11;16;2.5230;0.1500;
1980;11;17;2.7350;0.1500;
1980;11;18;2.9260;0.1500;
1980;11;19;3.0450;0.1500;
1980;11;20;3.0620;0.1500;
1980;11;21;2.9790;0.1500;
1980;11;22;2.8210;0.1500;
1980;11;23;2.6500;0.1500;
1980;11;24;2.4870;0.1500;
1980;11;25;2.3800;0.1500;
1980;11;26;2.3410;0.1500;
1980;11;27;2.3420;0.1500;
1980;11;28;2.3700;0.1500;
1980;11;29;2.4050;0.1500;
1980;11;30;2.4200;0.1500;
1980;12;1;2.4250;0.1500;
1980;12;2;2.4020;0.1500;
1980;12;3;2.3700;0.1500;
1980;12;4;2.3110;0.1500;
1980;12;5;2.2520;0.1500;
1980;12;6;2.1800;0.1500;
1980;12;7;2.1200;0.1500;
1980;12;8;2.0770;0.1500;
1980;12;9;2.0690;0.1500;
1980;12;10;2.1080;0.1500;
1980;12;11;2.2030;0.1500;
1980;12;12;2.3480;0.1500;
1980;12;13;2.5170;0.1500;
1980;12;14;2.7060;0.1500;
1980;12;15;2.8560;0.1500;
1980;12;16;2.9440;0.1500;
1980;12;17;2.9550;0.1500;
1980;12;18;2.8610;0.1500;
1980;12;19;2.6950;0.1500;
1980;12;20;2.4870;0.1500;
1980;12;21;2.3030;0.1500;
1980;12;22;2.1800;0.1500;
1980;12;23;2.1250;0.1500;
1980;12;24;2.1270;0.1500;
1980;12;25;2.1740;0.1500;
1980;12;26;2.2430;0.1500;
1980;12;27;2.3030;0.1500;
1980;12;28;2.3430;0.1500;
1980;12;29;2.3750;0.1500;
1980;12;30;2.3780;0.1500;
1980;12;31;2.3630;0.1500;
1981;1;1;2.3250;0.1500;
1981;1;2;2.2560;0.1500;
1981;1;3;2.1870;0.1500;
1981;1;4;2.1300;0.1500;
1981;1;5;2.0910;0.1500;
1981;1;6;2.0970;0.1500;
1981;1;7;2.1580;0.1500;
1981;1;8;2.2740;0.1500;
1981;1;9;2.4290;0.1500;
1981;1;10;2.5950;0.1500;
1981;1;11;2.7370;0.1500;
1981;1;12;2.8270;0.1500;
1981;1;13;2.8450;0.1500;
1981;1;14;2.7880;0.1500;
1981;1;15;2.6690;0.1500;
1981;1;16;2.5250;0.1500;
1981;1;17;2.3750;0.1500;
1981;1;18;2.2650;0.1500;
1981;1;19;2.2160;0.1500;
1981;1;20;2.2390;0.1500;
1981;1;21;2.2970;0.1500;
1981;1;22;2.3740;0.1500;
1981;1;23;2.4360;0.1500;
1981;1;24;2.4580;0.1500;
1981;1;25;2.4400;0.1500;
1981;1;26;2.3900;0.1500;
1981;1;27;2.3090;0.1500;
1981;1;28;2.1920;0.1500;
1981;1;29;2.0510;0.1500;
1981;1;30;1.9090;0.1500;
1981;1;31;1.8080;0.1500;
1981;2;1;1.7220;0.1500;
1981;2;2;1.6850;0.1500;
1981;2;3;1.7120;0.1500;
1981;2;4;1.8190;0.1500;
1981;2;5;2.0180;0.1500;
1981;2;6;2.2710;0.1500;
1981;2;7;2.4980;0.1500;
1981;2;8;2.6760;0.1500;
1981;2;9;2.7700;0.1500;
1981;2;10;2.7780;0.1500;
1981;2;11;2.7080;0.1500;
1981;2;12;2.5720;0.1500;
1981;2;13;2.4400;0.1500;
1981;2;14;2.3340;0.1500;
1981;2;15;2.2670;0.1500;
1981;2;16;2.2350;0.1500;
1981;2;17;2.2460;0.1500;
1981;2;18;2.2770;0.1500;
1981;2;19;2.2910;0.1500;
1981;2;20;2.2980;0.1500;
1981;2;21;2.2860;0.1500;
1981;2;22;2.2690;0.1500;
1981;2;23;2.2470;0.1500;
1981;2;24;2.2150;0.1500;
1981;2;25;2.2010;0.1500;
1981;2;26;2.1920;0.1500;
1981;2;27;2.2110;0.1500;
1981;2;28;2.2440;0.1500;
1981;3;1;2.3030;0.1500;
1981;3;2;2.3910;0.1500;
1981;3;3;2.5390;0.1500;
1981;3;4;2.7280;0.1500;
1981;3;5;2.9440;0.1500;
1981;3;6;3.1570;0.1500;
1981;3;7;3.3380;0.1500;
1981;3;8;3.4310;0.1500;
1981;3;9;3.4060;0.1500;
1981;3;10;3.2970;0.1500;
1981;3;11;3.1220;0.1500;
1981;3;12;2.9510;0.1500;
1981;3;13;2.7940;0.1500;
1981;3;14;2.6600;0.1500;
1981;3;15;2.5830;0.1500;
1981;3;16;2.5560;0.1500;
1981;3;17;2.5790;0.1500;
1981;3;18;2.6060;0.1500;
1981;3;19;2.6330;0.1500;
1981;3;20;2.6360;0.1500;
1981;3;21;2.6030;0.1500;
1981;3;22;2.5440;0.1500;
1981;3;23;2.4610;0.1500;
1981;3;24;2.3610;0.1500;
1981;3;25;2.2480;0.1500;
1981;3;26;2.1370;0.1500;
1981;3;27;2.0640;0.1500;
1981;3;28;2.0260;0.1500;
1981;3;29;2.0420;0.1500;
1981;3;30;2.1230;0.1500;
1981;3;31;2.2660;0.1500;
1981;4;1;2.4670;0.1500;
1981;4;2;2.7130;0.1500;
1981;4;3;2.9400;0.1500;
1981;4;4;3.1230;0.1500;
1981;4;5;3.2000;0.1500;
1981;4;6;3.1580;0.1500;
1981;4;7;3.0160;0.1500;
1981;4;8;2.8460;0.1500;
1981;4;9;2.6840;0.1500;
1981;4;10;2.5930;0.1500;
1981;4;11;2.5660;0.1500;
1981;4;12;2.5860;0.1500;
1981;4;13;2.6630;0.1500;
1981;4;14;2.7520;0.1500;
1981;4;15;2.8390;0.1500;
1981;4;16;2.8980;0.1500;
1981;4;17;2.9250;0.1500;
1981;4;18;2.9170;0.1500;
1981;4;19;2.8740;0.1500;
1981;4;20;2.7920;0.1500;
1981;4;21;2.7000;0.1500;
1981;4;22;2.5930;0.1500;
1981;4;23;2.4880;0.1500;
1981;4;24;2.4220;0.1500;
1981;4;25;2.3870;0.1500;
1981;4;26;2.4030;0.1500;
1981;4;27;2.4750;0.1500;
1981;4;28;2.6040;0.1500;
1981;4;29;2.7700;0.1500;
1981;4;30;2.9440;0.1500;
1981;5;1;3.0920;0.1500;
1981;5;2;3.1720;0.1500;
1981;5;3;3.1280;0.1500;
1981;5;4;2.9820;0.1500;
1981;5;5;2.7410;0.1500;
1981;5;6;2.5040;0.1500;
1981;5;7;2.3200;0.1500;
1981;5;8;2.2090;0.1500;
1981;5;9;2.1950;0.1500;
1981;5;10;2.2370;0.1500;
1981;5;11;2.3180;0.1500;
1981;5;12;2.3930;0.1500;
1981;5;13;2.4620;0.1500;
1981;5;14;2.5030;0.1500;
1981;5;15;2.5200;0.1500;
1981;5;16;2.4940;0.1500;
1981;5;17;2.4470;0.1500;
1981;5;18;2.3590;0.1500;
1981;5;19;2.2710;0.1500;
1981;5;20;2.1790;0.1500;
1981;5;21;2.0990;0.1500;
1981;5;22;2.0660;0.1500;
1981;5;23;2.0530;0.1500;
1981;5;24;2.0920;0.1500;
1981;5;25;2.1630;0.1500;
1981;5;26;2.2880;0.1500;
1981;5;27;2.4290;0.1500;
1981;5;28;2.5860;0.1500;
1981;5;29;2.6990;0.1500;
1981;5;30;2.7370;0.1500;
1981;5;31;2.6790;0.1500;
1981;6;1;2.5390;0.1500;
1981;6;2;2.3500;0.1500;
1981;6;3;2.1720;0.1500;
1981;6;4;2.0640;0.1500;
1981;6;5;2.0350;0.1500;
1981;6;6;2.0740;0.1500;
1981;6;7;2.1430;0.1500;
1981;6;8;2.2210;0.1500;
1981;6;9;2.2840;0.1500;
1981;6;10;2.3180;0.1500;
1981;6;11;2.3090;0.1500;
1981;6;12;2.2560;0.1500;
1981;6;13;2.1610;0.1500;
1981;6;14;2.0350;0.1500;
1981;6;15;1.8970;0.1500;
1981;6;16;1.7510;0.1500;
1981;6;17;1.6230;0.1500;
1981;6;18;1.4970;0.1500;
1981;6;19;1.4270;0.1500;
1981;6;20;1.3910;0.1500;
1981;6;21;1.4170;0.1500;
1981;6;22;1.4840;0.1500;
1981;6;23;1.5840;0.1500;
1981;6;24;1.6910;0.1500;
1981;6;25;1.7770;0.1500;
1981;6;26;1.8120;0.1500;
1981;6;27;1.7840;0.1500;
1981;6;28;1.6800;0.1500;
1981;6;29;1.5360;0.1500;
1981;6;30;1.3770;0.1500;
1981;7;1;1.2550;0.1500;
1981;7;2;1.2130;0.1500;
1981;7;3;1.2480;0.1500;
1981;7;4;1.3160;0.1500;
1981;7;5;1.4040;0.1500;
1981;7;6;1.4710;0.1500;
1981;7;7;1.4970;0.1500;
1981;7;8;1.4850;0.1500;
1981;7;9;1.4160;0.1500;
1981;7;10;1.3230;0.1500;
1981;7;11;1.1860;0.1500;
1981;7;12;1.0360;0.1500;
1981;7;13;0.8970;0.1500;
1981;7;14;0.7730;0.1500;
1981;7;15;0.6980;0.1500;
1981;7;16;0.6850;0.1500;
1981;7;17;0.7350;0.1500;
1981;7;18;0.8500;0.1500;
1981;7;19;1.0320;0.1500;
1981;7;20;1.2500;0.1500;
1981;7;21;1.4530;0.1500;
1981;7;22;1.6220;0.1500;
1981;7;23;1.7300;0.1500;
1981;7;24;1.7730;0.1500;
1981;7;25;1.7340;0.1500;
1981;7;26;1.6480;0.1500;
1981;7;27;1.5310;0.1500;
1981;7;28;1.4360;0.1500;
1981;7;29;1.3980;0.1500;
1981;7;30;1.4350;0.1500;
1981;7;31;1.5160;0.1500;
1981;8;1;1.6420;0.1500;
1981;8;2;1.7480;0.1500;
1981;8;3;1.8150;0.1500;
1981;8;4;1.8310;0.1500;
1981;8;5;1.8020;0.1500;
1981;8;6;1.7350;0.1500;
1981;8;7;1.6490;0.1500;
1981;8;8;1.5350;0.1500;
1981;8;9;1.4300;0.1500;
1981;8;10;1.3390;0.1500;
1981;8;11;1.2750;0.1500;
1981;8;12;1.2500;0.1500;
1981;8;13;1.2650;0.1500;
1981;8;14;1.3570;0.1500;
1981;8;15;1.4930;0.1500;
1981;8;16;1.6580;0.1500;
1981;8;17;1.8190;0.1500;
1981;8;18;1.9380;0.1500;
1981;8;19;1.9880;0.1500;
1981;8;20;1.9430;0.1500;
1981;8;21;1.8050;0.1500;
1981;8;22;1.6210;0.1500;
1981;8;23;1.4160;0.1500;
1981;8;24;1.2400;0.1500;
1981;8;25;1.1260;0.1500;
1981;8;26;1.0930;0.1500;
1981;8;27;1.1590;0.1500;
1981;8;28;1.2830;0.1500;
1981;8;29;1.4010;0.1500;
1981;8;30;1.5100;0.1500;
1981;8;31;1.5800;0.1500;
1981;9;1;1.6010;0.1500;
1981;9;2;1.5770;0.1500;
1981;9;3;1.5260;0.1500;
1981;9;4;1.4620;0.1500;
1981;9;5;1.3800;0.1500;
1981;9;6;1.3080;0.1500;
1981;9;7;1.2710;0.1500;
1981;9;8;1.2630;0.1500;
1981;9;9;1.3120;0.1500;
1981;9;10;1.4160;0.1500;
1981;9;11;1.5770;0.1500;
1981;9;12;1.7890;0.1500;
1981;9;13;2.0380;0.1500;
1981;9;14;2.2750;0.1500;
1981;9;15;2.4410;0.1500;
1981;9;16;2.5220;0.1500;
1981;9;17;2.5000;0.1500;
1981;9;18;2.3870;0.1500;
1981;9;19;2.2480;0.1500;
1981;9;20;2.1130;0.1500;
1981;9;21;2.0310;0.1500;
1981;9;22;2.0220;0.1500;
1981;9;23;2.0770;0.1500;
1981;9;24;2.1960;0.1500;
1981;9;25;2.3220;0.1500;
1981;9;26;2.4430;0.1500;
1981;9;27;2.5130;0.1500;
1981;9;28;2.5460;0.1500;
1981;9;29;2.5210;0.1500;
1981;9;30;2.4540;0.1500;
1981;10;1;2.3450;0.1500;
1981;10;2;2.2200;0.1500;
1981;10;3;2.0980;0.1500;
1981;10;4;1.9960;0.1500;
1981;10;5;1.9290;0.1500;
1981;10;6;1.8990;0.1500;
1981;10;7;1.9220;0.1500;
1981;10;8;2.0100;0.1500;
1981;10;9;2.1430;0.1500;
1981;10;10;2.3390;0.1500;
1981;10;11;2.5590;0.1500;
1981;10;12;2.7480;0.1500;
1981;10;13;2.8560;0.1500;
1981;10;14;2.8530;0.1500;
1981;10;15;2.7510;0.1500;
1981;10;16;2.5680;0.1500;
1981;10;17;2.3840;0.1500;
1981;10;18;2.2330;0.1500;
1981;10;19;2.1580;0.1500;
1981;10;20;2.1640;0.1500;
1981;10;21;2.2240;0.1500;
1981;10;22;2.3190;0.1500;
1981;10;23;2.4170;0.1500;
1981;10;24;2.4930;0.1500;
1981;10;25;2.5300;0.1500;
1981;10;26;2.5220;0.1500;
1981;10;27;2.4690;0.1500;
1981;10;28;2.3810;0.1500;
1981;10;29;2.2610;0.1500;
1981;10;30;2.1440;0.1500;
1981;10;31;2.0300;0.1500;
1981;11;1;1.9440;0.1500;
1981;11;2;1.9030;0.1500;
1981;11;3;1.9130;0.1500;
1981;11;4;1.9860;0.1500;
1981;11;5;2.1020;0.1500;
1981;11;6;2.2640;0.1500;
1981;11;7;2.4760;0.1500;
1981;11;8;2.6760;0.1500;
1981;11;9;2.8310;0.1500;
1981;11;10;2.9040;0.1500;
1981;11;11;2.8620;0.1500;
1981;11;12;2.7310;0.1500;
1981;11;13;2.5390;0.1500;
1981;11;14;2.3400;0.1500;
1981;11;15;2.1970;0.1500;
1981;11;16;2.1410;0.1500;
1981;11;17;2.1510;0.1500;
1981;11;18;2.1850;0.1500;
1981;11;19;2.2380;0.1500;
1981;11;20;2.2630;0.1500;
1981;11;21;2.2630;0.1500;
1981;11;22;2.2200;0.1500;
1981;11;23;2.1350;0.1500;
1981;11;24;2.0260;0.1500;
1981;11;25;1.9110;0.1500;
1981;11;26;1.8160;0.1500;
1981;11;27;1.7360;0.1500;
1981;11;28;1.6780;0.1500;
1981;11;29;1.6580;0.1500;
1981;11;30;1.6860;0.1500;
1981;12;1;1.7780;0.1500;
1981;12;2;1.9100;0.1500;
1981;12;3;2.0760;0.1500;
1981;12;4;2.2620;0.1500;
1981;12;5;2.4580;0.1500;
1981;12;6;2.6350;0.1500;
1981;12;7;2.7530;0.1500;
1981;12;8;2.7690;0.1500;
1981;12;9;2.6930;0.1500;
1981;12;10;2.5310;0.1500;
1981;12;11;2.3460;0.1500;
