,high,low,open,close,volume,adjclose
2003-09-01,12.850000381469727,11.300000190734863,11.529999732971191,11.399999618530273,4905500,9.651429176330566
2003-10-01,13.699999809265137,11.520000457763672,11.550000190734863,13.300000190734863,8290800,11.25999927520752
2003-11-01,14.899999618530273,12.819999694824219,13.300000190734863,14.5,5304000,12.275940895080566
2003-12-01,19.5,14.699999809265137,14.699999809265137,19.299999237060547,6296800,16.339702606201172
2004-01-01,20.989999771118164,17.0,19.299999237060547,17.899999618530273,7137000,15.154438018798828
2004-02-01,18.100000381469727,15.6899995803833,17.5,16.829999923706055,3689900,14.248557090759277
2004-03-01,19.790000915527344,16.0,17.0,17.860000610351562,4693900,15.12057113647461
2004-04-01,18.75,14.199999809265137,18.239999771118164,14.5,2998000,12.275940895080566
2004-05-01,15.979999542236328,13.0,14.850000381469727,14.229999542236328,4919400,12.047355651855469
2004-06-01,16.850000381469727,14.300000190734863,14.5,16.600000381469727,2093100,14.053836822509766
2004-07-01,16.899999618530273,15.100000381469727,16.690000534057617,16.149999618530273,3491200,13.672856330871582
2004-08-01,16.639999389648438,14.600000381469727,16.0,14.84000015258789,5021700,12.563791275024414
2004-09-01,15.390000343322754,13.069999694824219,14.84000015258789,13.829999923706055,5929800,11.708709716796875
2004-10-01,14.34000015258789,12.300000190734863,13.899999618530273,13.5,6020700,11.429326057434082
2004-11-01,15.109999656677246,13.140000343322754,13.5,13.850000381469727,3914200,11.725639343261719
2004-12-01,16.290000915527344,13.539999961853027,13.779999732971191,15.800000190734863,4911700,13.376543998718262
2005-01-01,16.100000381469727,14.300000190734863,15.800000190734863,14.880000114440918,5593000,12.59765338897705
2005-02-01,17.0,14.380000114440918,14.869999885559082,16.549999237060547,4255600,14.011505126953125
2005-03-01,18.139999389648438,14.850000381469727,16.350000381469727,15.920000076293945,5507200,13.478135108947754
2005-04-01,16.190000534057617,13.420000076293945,16.0,14.0,2873200,11.852632522583008
2005-05-01,14.739999771118164,13.300000190734863,13.729999542236328,14.399999618530273,3659000,12.191280364990234
2005-06-01,16.09000015258789,13.899999618530273,14.579999923706055,14.539999961853027,3923900,12.309805870056152
2005-07-01,15.0,13.800000190734863,14.5,14.600000381469727,3300300,12.360603332519531
2005-08-01,16.450000762939453,13.739999771118164,14.729999542236328,16.0,4186000,13.545866966247559
2005-09-01,16.5,15.050000190734863,15.989999771118164,16.5,2548200,13.9691743850708
2005-10-01,16.5,15.100000381469727,16.5,16.09000015258789,3208800,13.622061729431152
2005-11-01,16.270000457763672,14.550000190734863,16.09000015258789,15.600000381469727,2310400,13.207219123840332
2005-12-01,19.0,15.15999984741211,15.739999771118164,18.0,8057700,15.239097595214844
2006-01-01,23.0,17.18000030517578,17.40999984741211,21.899999618530273,19809100,18.540904998779297
2006-02-01,22.100000381469727,18.899999618530273,22.100000381469727,20.719999313354492,3813900,17.54189109802246
2006-03-01,21.899999618530273,19.399999618530273,20.100000381469727,19.520000457763672,4171300,16.52595329284668
2006-04-01,20.940000534057617,18.649999618530273,19.299999237060547,19.5,4276600,16.509023666381836
2006-05-01,20.399999618530273,18.200000762939453,19.5,18.950000762939453,55679735,16.043386459350586
2006-06-01,19.989999771118164,18.270000457763672,19.5,19.799999237060547,246216006,16.76300811767578
2006-07-01,20.489999771118164,18.190000534057617,19.229999542236328,18.399999618530273,159416284,15.57774543762207
2006-08-01,21.190000534057617,18.059999465942383,18.610000610351562,20.989999771118164,244511955,17.770479202270508
2006-09-01,22.65999984741211,20.600000381469727,20.600000381469727,21.299999237060547,149863385,18.032939910888672
2006-10-01,23.389999389648438,20.799999237060547,20.799999237060547,22.219999313354492,12820800,18.81182289123535
2006-11-01,23.299999237060547,21.530000686645508,22.520000457763672,22.489999771118164,11838200,19.040407180786133
2006-12-01,23.969999313354492,21.5,22.350000381469727,22.049999237060547,8472400,18.66790008544922
2007-01-01,22.399999618530273,20.510000228881836,22.049999237060547,21.309999465942383,9985800,18.041400909423828
2007-02-01,24.299999237060547,21.170000076293945,21.489999771118164,23.8799991607666,18940900,20.217199325561523
2007-03-01,24.270000457763672,22.399999618530273,23.600000381469727,23.489999771118164,21404900,19.88702964782715
2007-04-01,24.68000030517578,23.200000762939453,23.350000381469727,24.0,14492300,20.318803787231445
2007-05-01,25.200000762939453,22.40999984741211,24.0,23.25,16681000,19.683837890625
2007-06-01,25.5,22.799999237060547,23.479999542236328,23.420000076293945,18622200,19.8277645111084
2007-07-01,24.09000015258789,20.299999237060547,23.329999923706055,20.299999237060547,20771600,17.186315536499023
2007-08-01,23.700000762939453,18.93000030517578,20.219999313354492,22.0,29044300,18.62556266784668
2007-09-01,22.719999313354492,19.56999969482422,21.899999618530273,20.200000762939453,22010700,17.10165786743164
2007-10-01,22.989999771118164,20.260000228881836,20.309999465942383,20.90999984741211,25099800,17.702754974365234
2007-11-01,21.809999465942383,19.049999237060547,20.799999237060547,19.600000381469727,19664800,16.593687057495117
2007-12-01,21.5,19.610000610351562,19.889999389648438,20.149999618530273,17746700,17.059328079223633
2008-01-01,21.299999237060547,18.0,20.149999618530273,19.049999237060547,24703600,16.128042221069336
2008-02-01,20.5,18.34000015258789,19.200000762939453,18.899999618530273,19449000,16.00105094909668
2008-03-01,18.950000762939453,16.25,18.950000762939453,17.469999313354492,21942000,14.790389060974121
2008-04-01,18.850000381469727,17.100000381469727,17.5,17.350000381469727,17325900,14.766227722167969
2008-05-01,17.899999618530273,14.829999923706055,17.350000381469727,15.289999961853027,32023900,13.012999534606934
2008-06-01,15.34000015258789,10.5,15.300000190734863,10.670000076293945,46950100,9.081015586853027
2008-07-01,12.579999923706055,9.449999809265137,10.5,11.949999809265137,39223200,10.24741268157959
2008-08-01,13.960000038146973,11.25,12.319999694824219,13.829999923706055,27184900,11.859560012817383
2008-09-01,14.770000457763672,12.100000381469727,13.899999618530273,13.100000381469727,33653100,11.233565330505371
2008-10-01,13.4399995803833,8.65999984741211,13.09000015258789,11.25,36182300,9.7398099899292
2008-11-01,11.609999656677246,7.550000190734863,11.25,8.5600004196167,22595000,7.410917282104492
2008-12-01,10.640000343322754,8.079999923706055,8.5,8.8100004196167,24152800,7.627356052398682
2009-01-01,10.59000015258789,8.680000305175781,8.8100004196167,8.6899995803833,18675100,7.523464679718018
2009-02-01,9.449999809265137,6.480000019073486,8.680000305175781,6.590000152587891,23234400,5.7053656578063965
2009-03-01,8.149999618530273,5.539999961853027,6.550000190734863,7.769999980926514,40633300,6.726963520050049
2009-04-01,9.770000457763672,7.510000228881836,7.579999923706055,8.850000381469727,40692600,7.661987781524658
2009-05-01,10.819999694824219,8.850000381469727,8.850000381469727,9.699999809265137,35215300,8.397883415222168
2009-06-01,9.850000381469727,7.920000076293945,9.680000305175781,8.149999618530273,42054200,7.055953502655029
2009-07-01,9.119999885559082,7.449999809265137,8.199999809265137,9.119999885559082,54293400,7.895742416381836
2009-08-01,11.229999542236328,9.25,9.369999885559082,10.119999885559082,65991500,8.76150131225586
2009-09-01,11.300000190734863,9.779999732971191,10.100000381469727,10.25,54708500,8.874051094055176
2009-10-01,10.460000038146973,8.920000076293945,10.220000267028809,8.9399995803833,86088000,7.739904403686523
2009-11-01,9.149999618530273,8.510000228881836,8.9399995803833,8.739999771118164,68474800,7.5667548179626465
2009-12-01,9.850000381469727,8.609999656677246,8.8100004196167,9.40999984741211,59942000,8.146809577941895
2010-01-01,10.239999771118164,9.34000015258789,9.40999984741211,9.989999771118164,52062800,8.76079273223877
2010-02-01,10.220000267028809,9.319999694824219,9.9399995803833,9.8100004196167,37510700,8.602940559387207
2010-03-01,11.069999694824219,9.779999732971191,9.920000076293945,10.520000457763672,39938400,9.225580215454102
2010-04-01,10.6899995803833,9.90999984741211,10.619999885559082,10.199999809265137,32988262,8.944954872131348
2010-05-01,10.460000038146973,9.470000267028809,10.100000381469727,9.75,35723775,8.613500595092773
2010-06-01,10.050000190734863,9.239999771118164,9.670000076293945,9.279999732971191,23617306,8.198287010192871
2010-07-01,11.579999923706055,9.050000190734863,9.3100004196167,11.489999771118164,38749600,10.192447662353516
2010-08-01,11.880000114440918,10.149999618530273,11.569999694824219,10.800000190734863,35790456,9.580367088317871
2010-09-01,12.380000114440918,10.84000015258789,10.84000015258789,11.8100004196167,23521915,10.476310729980469
2010-10-01,12.229999542236328,11.020000457763672,11.890000343322754,12.109999656677246,34073800,10.765175819396973
2010-11-01,13.0,11.899999618530273,12.039999961853027,12.390000343322754,25396400,11.014079093933105
2010-12-01,12.779999732971191,11.729999542236328,12.59000015258789,11.800000190734863,30323100,10.489599227905273
2011-01-01,14.229999542236328,11.829999923706055,12.180000305175781,13.520000457763672,34106500,12.219740867614746
2011-02-01,14.489999771118164,13.34000015258789,13.59000015258789,14.010000228881836,24900363,12.662617683410645
2011-03-01,14.350000381469727,13.029999732971191,13.960000038146973,13.5,26417542,12.201665878295898
2011-04-01,13.800000190734863,12.050000190734863,13.5,12.359999656677246,24203100,11.220987319946289
2011-05-01,13.59000015258789,12.329999923706055,12.449999809265137,12.510000228881836,26596084,11.357168197631836
2011-06-01,12.960000038146973,11.670000076293945,12.59000015258789,11.899999618530273,38280500,10.803377151489258
2011-07-01,12.15999984741211,10.390000343322754,11.880000114440918,11.1899995803833,25300583,10.241533279418945
2011-08-01,11.640000343322754,8.289999961853027,11.260000228881836,10.100000381469727,40613000,9.243919372558594
2011-09-01,12.199999809265137,9.210000038146973,10.170000076293945,11.75,40089400,10.754070281982422
2011-10-01,12.550000190734863,10.829999923706055,11.739999771118164,11.850000381469727,30518400,10.93152141571045
2011-11-01,11.989999771118164,10.390000343322754,11.359999656677246,11.3100004196167,32491400,10.433374404907227
2011-12-01,11.760000228881836,10.760000228881836,11.460000038146973,11.760000228881836,25641700,10.848490715026855
2012-01-01,12.289999961853027,11.59000015258789,11.9399995803833,12.0600004196167,22824900,11.125240325927734
2012-02-01,13.300000190734863,11.869999885559082,12.050000190734863,12.800000190734863,39828500,11.80788516998291
2012-03-01,14.649999618530273,12.279999732971191,12.8100004196167,14.640000343322754,41593900,13.505270004272461
2012-04-01,16.799999237060547,14.449999809265137,14.6899995803833,16.440000534057617,46200200,15.165748596191406
2012-05-01,16.459999084472656,14.0600004196167,16.440000534057617,14.350000381469727,43543700,13.237744331359863
2012-06-01,14.319999694824219,12.770000457763672,14.170000076293945,13.359999656677246,36002200,12.324477195739746
2012-07-01,14.1899995803833,11.4399995803833,13.109999656677246,13.140000343322754,47270700,12.193172454833984
2012-08-01,14.0,12.130000114440918,13.140000343322754,14.0,31523700,12.991204261779785
2012-09-01,14.800000190734863,13.039999961853027,13.970000267028809,13.609999656677246,32420000,12.629303932189941
2012-10-01,14.829999923706055,12.649999618530273,13.609999656677246,14.199999809265137,55966600,13.245623588562012
2012-11-01,14.600000381469727,12.949999809265137,14.220000267028809,13.109999656677246,49029600,12.228885650634766
2012-12-01,14.5600004196167,12.550000190734863,13.300000190734863,14.449999809265137,34547100,13.478825569152832
2013-01-01,16.520000457763672,13.460000038146973,14.449999809265137,16.450000762939453,46047800,15.393597602844238
2013-02-01,17.3700008392334,15.699999809265137,16.5,16.719999313354492,34821100,15.646257400512695
2013-03-01,18.040000915527344,16.25,16.520000457763672,17.75,36246400,16.610107421875
2013-04-01,18.09000015258789,15.770000457763672,17.979999542236328,17.579999923706055,54642900,16.48305320739746
2013-05-01,19.899999618530273,17.1299991607666,17.579999923706055,19.540000915527344,56859100,18.320755004882812
2013-06-01,21.350000381469727,18.540000915527344,19.440000534057617,20.420000076293945,65229800,19.19133758544922
2013-07-01,21.8799991607666,19.219999313354492,20.489999771118164,19.399999618530273,56827100,18.269323348999023
2013-08-01,20.450000762939453,18.219999313354492,19.31999969482422,19.68000030517578,60350400,18.533010482788086
2013-09-01,20.799999237060547,17.700000762939453,19.790000915527344,17.81999969482422,62364500,16.781410217285156
2013-10-01,19.149999618530273,15.670000076293945,17.989999771118164,16.350000381469727,66731900,15.431209564208984
2013-11-01,18.360000610351562,16.31999969482422,16.510000228881836,18.139999389648438,50815700,17.120616912841797
2013-12-01,19.09000015258789,17.09000015258789,17.989999771118164,18.889999389648438,39495400,17.828468322753906
2014-01-01,20.549999237060547,18.280000686645508,18.889999389648438,18.389999389648438,61449200,17.441741943359375
2014-02-01,21.350000381469727,18.139999389648438,18.40999984741211,20.950000762939453,42382300,19.869741439819336
2014-03-01,21.31999969482422,19.420000076293945,20.950000762939453,20.239999771118164,35027500,19.19634437561035
2014-04-01,20.530000686645508,18.520000457763672,20.190000534057617,19.280000686645508,39736200,18.33243179321289
2014-05-01,20.399999618530273,18.510000228881836,19.280000686645508,20.399999618530273,39639900,19.4666748046875
2014-06-01,21.25,19.559999465942383,20.450000762939453,20.190000534057617,29438800,19.266279220581055
2014-07-01,22.450000762939453,20.049999237060547,20.389999389648438,21.549999237060547,36802800,20.6151123046875
2014-08-01,22.950000762939453,20.959999084472656,21.559999465942383,21.770000457763672,36587400,20.825572967529297
2014-09-01,24.149999618530273,21.34000015258789,21.940000534057617,24.149999618530273,47530600,23.102317810058594
2014-10-01,24.43000030517578,20.549999237060547,24.06999969482422,23.989999771118164,81490300,22.99873924255371
2014-11-01,24.81999969482422,22.760000228881836,23.700000762939453,23.639999389648438,43634500,22.66320037841797
2014-12-01,25.559999465942383,22.149999618530273,22.959999084472656,24.440000534057617,134581256,23.43014907836914
2015-01-01,25.530000686645508,21.049999237060547,24.440000534057617,23.739999771118164,50325300,22.878070831298828
2015-02-01,26.540000915527344,23.559999465942383,23.559999465942383,24.899999618530273,43980200,23.99595832824707
2015-03-01,26.100000381469727,22.18000030517578,24.65999984741211,24.549999237060547,84375900,23.65866470336914
2015-04-01,24.799999237060547,22.059999465942383,24.799999237060547,23.5,45596900,22.683147430419922
2015-05-01,25.43000030517578,22.799999237060547,23.5,23.860000610351562,50141400,23.053102493286133
2015-06-01,24.93000030517578,22.899999618530273,23.690000534057617,23.65999984741211,46666700,22.85987091064453
2015-07-01,24.6200008392334,21.68000030517578,23.549999237060547,23.899999618530273,47343000,23.130298614501953
2015-08-01,25.149999618530273,20.670000076293945,23.65999984741211,22.979999542236328,41393600,22.23992919921875
2015-09-01,26.549999237060547,22.299999237060547,22.40999984741211,25.5,51735200,24.720937728881836
2015-10-01,28.979999542236328,24.93000030517578,25.399999618530273,28.280000686645508,39988400,27.41600799560547
2015-11-01,30.760000228881836,27.18000030517578,28.280000686645508,30.399999618530273,36987300,29.471240997314453
2015-12-01,30.809999465942383,28.25,30.260000228881836,30.190000534057617,40470900,29.267654418945312
2016-01-01,30.190000534057617,26.389999389648438,30.190000534057617,28.760000228881836,30268100,27.920366287231445
2016-02-01,30.579999923706055,26.40999984741211,28.299999237060547,30.200000762939453,28365800,29.31832504272461
2016-03-01,30.579999923706055,21.399999618530273,30.190000534057617,23.850000381469727,72663300,23.153711318969727
2016-04-01,23.829999923706055,19.420000076293945,23.600000381469727,20.56999969482422,28930200,20.00418472290039
2016-05-01,20.540000915527344,18.149999618530273,20.5,18.799999237060547,47168300,18.282869338989258
2016-06-01,19.18000030517578,17.149999618530273,18.719999313354492,17.5,41096600,17.01862335205078
2016-07-01,18.6200008392334,14.800000190734863,17.639999389648438,14.829999923706055,45756100,14.454371452331543
2016-08-01,15.199999809265137,13.829999923706055,14.960000038146973,14.329999923706055,67657700,13.967036247253418
2016-09-01,16.25,13.960000038146973,14.390000343322754,14.010000228881836,71009800,13.655141830444336
2016-10-01,17.170000076293945,13.899999618530273,14.029999732971191,17.149999618530273,103043600,16.738489151000977
2016-11-01,18.600000381469727,16.059999465942383,17.299999237060547,16.56999969482422,90098200,16.172407150268555
2016-12-01,17.229999542236328,14.8100004196167,16.6200008392334,16.0,61235900,15.616084098815918
2017-01-01,18.8799991607666,15.84000015258789,15.899999618530273,18.0,40535900,17.568096160888672
2017-02-01,18.940000534057617,17.229999542236328,18.010000228881836,17.93000030517578,37210000,17.49977684020996
2017-03-01,19.93000030517578,17.229999542236328,18.1200008392334,17.389999389648438,57804500,16.972728729248047
2017-04-01,17.450000762939453,14.920000076293945,17.34000015258789,15.359999656677246,47471600,15.023237228393555
2017-05-01,16.8700008392334,14.75,15.359999656677246,16.010000228881836,83005800,15.76175308227539
2017-06-01,16.510000228881836,14.829999923706055,16.079999923706055,15.130000114440918,65710600,14.89539909362793
2017-07-01,16.3700008392334,15.09000015258789,15.130000114440918,15.770000457763672,51565100,15.565156936645508
2017-08-01,18.0,15.529999732971191,15.819999694824219,17.93000030517578,55088300,17.697097778320312
2017-09-01,18.8700008392334,17.56999969482422,17.920000076293945,17.889999389648438,56763800,17.657617568969727
2017-10-01,18.209999084472656,15.050000190734863,18.0,15.670000076293945,82209500,15.499859809875488
2017-11-01,16.579999923706055,15.170000076293945,15.779999732971191,15.649999618530273,51151400,15.480077743530273
2017-12-01,23.0,15.319999694824219,15.619999885559082,20.0,101814100,19.782846450805664
2018-01-01,22.200000762939453,19.219999313354492,20.0,20.020000457763672,89131500,19.89255142211914
2018-02-01,23.399999618530273,20.049999237060547,20.200000762939453,21.760000228881836,81657600,21.621471405029297
2018-03-01,22.549999237060547,20.0,21.899999618530273,21.549999237060547,55236800,21.412813186645508
2018-04-01,24.399999618530273,20.90999984741211,21.700000762939453,22.139999389648438,58845600,22.020206451416016
2018-05-01,23.719999313354492,21.389999389648438,22.139999389648438,22.489999771118164,66569900,22.43648910522461
2018-06-01,25.229999542236328,21.809999465942383,22.670000076293945,24.260000228881836,73449000,24.202280044555664
2018-07-01,28.0,18.549999237060547,24.0,19.25,137194400,19.22022247314453
2018-08-01,20.200000762939453,17.899999618530273,19.1299991607666,19.600000381469727,70194400,19.569679260253906
2018-09-01,20.399999618530273,18.8799991607666,19.59000015258789,19.829999923706055,39712500,19.79932403564453
2018-10-01,21.200000762939453,17.950000762939453,19.950000762939453,20.93000030517578,80902000,20.90861701965332
2018-11-01,22.399999618530273,19.780000686645508,21.139999389648438,21.799999237060547,57382500,21.789846420288086
2018-12-01,22.469999313354492,20.219999313354492,22.049999237060547,21.68000030517578,68368000,21.669902801513672
2019-01-01,23.09000015258789,19.15999984741211,21.68000030517578,19.34000015258789,112716900,19.34000015258789
2019-02-01,20.290000915527344,18.270000457763672,19.5,19.079999923706055,61695400,19.079999923706055
2019-03-01,19.920000076293945,18.239999771118164,19.209999084472656,18.450000762939453,58175700,18.450000762939453
2019-04-01,19.790000915527344,18.09000015258789,18.639999389648438,19.639999389648438,46514300,19.639999389648438
2019-05-01,19.81999969482422,16.950000762939453,19.639999389648438,18.950000762939453,61881700,18.950000762939453
2019-06-01,19.68000030517578,18.34000015258789,18.950000762939453,19.40999984741211,50945400,19.40999984741211
2019-07-01,19.75,18.950000762939453,19.479999542236328,19.309999465942383,40534300,19.309999465942383
2019-08-01,19.700000762939453,17.360000610351562,19.309999465942383,17.950000762939453,64258500,17.950000762939453
2019-09-01,19.649999618530273,17.649999618530273,18.0,17.90999984741211,51187800,17.90999984741211
2019-10-01,18.190000534057617,16.899999618530273,17.899999618530273,17.530000686645508,54651000,17.530000686645508
2019-11-01,18.399999618530273,16.610000610351562,17.59000015258789,18.0,53621300,18.0
2019-12-01,19.920000076293945,18.040000915527344,18.1200008392334,19.729999542236328,43109600,19.729999542236328
2020-01-01,20.59000015258789,17.729999542236328,19.729999542236328,18.139999389648438,56393100,18.139999389648438
2020-02-01,20.040000915527344,16.280000686645508,18.06999969482422,16.959999084472656,67356100,16.959999084472656
2020-03-01,17.549999237060547,7.340000152587891,16.799999237060547,9.539999961853027,171612600,9.539999961853027
2020-04-01,10.050000190734863,6.909999847412109,9.180000305175781,8.649999618530273,211833800,8.649999618530273
2020-05-01,8.649999618530273,5.889999866485596,8.649999618530273,7.150000095367432,454553500,7.150000095367432
2020-06-01,10.699999809265137,7.050000190734863,7.289999961853027,8.09000015258789,445405000,8.09000015258789
2020-07-01,8.859999656677246,7.579999923706055,8.270000457763672,7.610000133514404,303205900,7.610000133514404
2020-08-01,8.319999694824219,6.96999979019165,7.679999828338623,7.340000152587891,231940000,7.340000152587891
2020-09-01,7.940000057220459,5.980000019073486,7.440000057220459,6.239999771118164,314445600,6.239999771118164
2020-10-01,7.170000076293945,5.769999980926514,6.289999961853027,6.03000020980835,315604000,6.03000020980835
2020-11-01,8.670000076293945,5.980000019073486,6.03000020980835,8.100000381469727,381386000,8.100000381469727
2020-12-01,9.920000076293945,8.069999694824219,8.229999542236328,8.850000381469727,346067300,8.850000381469727
2021-01-01,10.09000015258789,8.210000038146973,8.850000381469727,8.789999961853027,331264000,8.789999961853027
2021-02-01,13.329999923706055,8.770000457763672,8.930000305175781,12.229999542236328,336879300,12.229999542236328
2021-03-01,15.039999961853027,11.489999771118164,12.529999732971191,14.010000228881836,406182600,14.010000228881836
2021-04-01,16.549999237060547,13.859999656677246,14.180000305175781,15.399999618530273,235399200,15.399999618530273
2021-05-01,18.030000686645508,15.140000343322754,15.220000267028809,17.280000686645508,216676200,17.280000686645508
2021-06-01,21.559999465942383,17.149999618530273,17.790000915527344,18.8700008392334,241084100,18.8700008392334
2021-07-01,19.920000076293945,16.719999313354492,18.989999771118164,18.59000015258789,190193700,18.59000015258789
2021-08-01,23.850000381469727,17.84000015258789,18.790000915527344,23.420000076293945,288123800,23.420000076293945
2021-09-01,24.65999984741211,19.959999084472656,23.600000381469727,23.1299991607666,239583800,23.1299991607666
2021-10-01,26.600000381469727,21.510000228881836,23.350000381469727,21.93000030517578,196525400,21.93000030517578
2021-11-01,23.729999542236328,18.719999313354492,22.09000015258789,19.139999389648438,189953100,19.139999389648438
2021-12-01,25.110000610351562,18.139999389648438,19.799999237060547,25.020000457763672,214900500,25.020000457763672
2022-01-01,25.6200008392334,19.190000534057617,24.81999969482422,20.309999465942383,214820000,20.309999465942383
2022-02-01,21.200000762939453,15.539999961853027,20.229999542236328,17.600000381469727,184779600,17.600000381469727
2022-03-01,17.950000762939453,12.930000305175781,17.600000381469727,14.960000038146973,261767100,14.960000038146973
2022-04-01,15.34000015258789,13.260000228881836,15.119999885559082,14.210000038146973,200772800,14.210000038146973
2022-05-01,14.6899995803833,11.8100004196167,14.210000038146973,12.739999771118164,210212900,12.739999771118164
2022-06-01,13.75,11.029999732971191,12.779999732971191,11.4399995803833,156196600,11.4399995803833
2022-07-01,12.260000228881836,10.75,11.390000343322754,11.75,127649800,11.75
2022-08-01,15.390000343322754,11.649999618530273,11.75,13.819999694824219,137001100,13.819999694824219
