Years;SCH15;STO15;WIL16;BCC;CCSM;GISS;IPSL;MPI
1308;0.3109;;-0.2423;-0.3006;-0.7785;-0.5275;-0.9814;-0.4165
1309;0.1809;;-0.2423;-0.6874;-0.6804;-0.1333;-1.7096;-0.5551
1310;0.3002;;-0.3086;-0.6887;-0.6438;-0.2459;-1.0877;-0.5647
1311;0.1066;;-0.2920;-0.8594;-0.4643;-0.0334;-0.5158;-0.6886
1312;0.0767;;-0.1594;-1.0286;-0.4143;-0.6571;-1.0823;-0.9331
1313;0.2017;;-0.1097;-0.6558;-0.4947;-0.4495;-1.0826;-0.5475
1314;-0.0241;;-0.2257;-0.4928;-0.6232;-0.4195;-1.0665;-0.6269
1315;0.4041;;-0.0600;-0.6484;-0.7819;-0.4521;-0.9838;-0.6595
1316;0.1570;;-0.0765;-0.5273;-0.6071;-0.1991;-1.0062;-0.2904
1317;0.1464;;-0.0765;-0.7778;-0.8037;-0.1944;-0.8841;-0.8831
1318;0.2805;;0.0561;-0.3664;-0.2904;-0.1563;-1.1371;-0.7958
1319;0.0083;;-0.2091;-0.8122;-0.6645;-0.1190;-1.2002;-0.6602
1320;0.2619;;0.0892;-0.7290;-0.5410;-0.0616;-1.1958;-0.7618
1321;0.0750;;-0.1926;-0.7106;-0.4190;-0.1981;-1.0543;-0.7333
1322;-0.0716;;-0.3252;-0.5111;-0.3667;-0.3004;-0.7478;-0.6874
1323;0.0641;;-0.4080;-0.6420;-0.8085;0.0160;-0.7327;-0.8898
1324;0.1578;;-0.1428;-0.8435;-0.6679;-0.1949;-1.1292;-0.8357
1325;0.3899;;-0.0765;-0.6795;-0.5532;0.0202;-1.1221;-0.4939
1326;-0.0687;;-0.2754;-0.6131;-0.6554;0.0552;-1.0150;-0.6774
1327;0.2185;;-0.0600;-0.8599;-0.6210;-0.0007;-1.2595;-0.8481
1328;-0.1306;;-0.5513;-0.7660;-0.8595;-0.1869;-0.8890;-0.9369
1329;0.1249;;-0.4524;-1.0917;-1.1546;0.0241;-0.9981;-0.5831
1330;-0.2117;;-0.6995;-0.7756;-1.0020;-0.2537;-1.0195;-1.0830
1331;0.1840;;-0.2548;-0.6397;-0.4698;-0.8752;-0.8214;-0.9375
1332;0.2168;;-0.4030;-0.0485;-1.1266;-0.4422;-1.1637;-0.6084
1333;0.2874;;-0.4524;-0.8065;-0.7188;-0.3236;-1.0340;-0.3945
1334;0.2583;;-0.1394;-0.0785;-0.7153;-0.2787;-1.0403;-0.4346
1335;-0.1253;;-0.5348;-0.1568;-0.6511;-0.3494;-1.2168;-0.5517
1336;0.0226;;-0.3371;-0.7601;-0.2359;-0.3294;-0.8881;0.0011
1337;0.2911;;-0.0571;-0.3595;-0.7521;-0.2660;-1.2788;-0.5992
1338;-0.1561;;-0.5019;-0.5106;-0.7100;-0.2062;-0.9535;-0.7642
1339;-0.0438;;-0.4195;-0.4174;-0.6000;-0.0969;-1.1004;-0.6608
1340;0.1040;;-0.5348;-0.6202;-0.2871;-0.0241;-0.9157;-1.0812
1341;0.1828;;-0.5019;-0.6048;-0.5043;-0.0180;-1.2250;-0.6791
1342;-0.1583;;-0.6898;-0.6027;-0.6942;-0.3895;-1.3470;-0.9764
1343;0.0464;;-0.6573;-0.7521;-0.6847;-0.3253;-1.1314;-0.7052
1344;-0.0283;;-0.5921;-0.8256;-1.0564;0.0828;-1.2109;-0.5672
1345;-0.2784;;-0.7387;-1.0998;-0.7283;-0.6983;-1.1268;-0.9442
1346;-0.3595;;-0.8528;-0.5228;-0.5918;-0.4107;-1.1871;-1.0168
1347;-0.1128;;-0.7387;-0.5503;-0.9195;-0.6880;-0.7724;-0.7059
1348;0.1193;;-0.9017;-0.5184;-0.5834;-0.2579;-1.2541;-0.8844
1349;0.1104;;-0.6247;-0.7373;-0.7342;-0.2419;-1.3505;-0.6730
1350;-0.2060;;-0.6898;-0.6004;-0.4624;-0.0712;-1.4166;-0.6021
1351;0.3743;;-0.3151;-0.6959;-0.4263;-0.2674;-1.2447;-1.0763
1352;-0.1880;;-0.4617;-0.6569;-0.7564;-0.0201;-1.3046;-0.7744
1353;0.0827;;-0.4943;-0.4594;-0.5766;-0.5160;-1.4023;-0.5903
1354;0.2120;;-0.0706;-0.4495;-0.4723;-0.2375;-0.9858;-0.7272
1355;0.2310;;-0.3802;-0.4231;-0.6430;-0.0457;-0.9960;-0.4291
1356;-0.1413;;-0.5758;-0.9081;-0.8317;0.0005;-1.0934;-0.4585
1357;0.0526;;-0.5758;-0.6659;-0.5774;-0.0936;-1.0491;-0.8388
1358;0.1422;;-0.4291;-0.7889;-0.4824;-0.5697;-0.9392;-0.8866
1359;-0.1144;;-0.3802;-0.7585;-0.6156;-0.3263;-1.2443;-0.9609
1360;0.1856;;-0.3965;-0.7073;-0.4885;-0.1533;-0.8418;-0.6787
1361;0.2233;;-0.3313;-0.7714;-0.7706;-0.6132;-1.2972;-0.3078
1362;0.3641;;-0.0706;-1.0801;-0.8313;-0.0731;-1.1936;-0.2660
1363;-0.0763;;-0.4617;-1.0318;-0.9280;-0.5429;-0.9557;-0.6488
1364;0.2639;;-0.0706;-0.8331;-0.3996;-0.3812;-0.8065;-0.6720
1365;0.2587;;-0.2173;-0.6423;-0.9503;-0.4500;-1.3133;-0.2643
1366;-0.0174;;-0.3151;-0.1836;-0.9853;-0.3516;-0.7098;-0.4648
1367;-0.0525;;-0.3313;-0.6895;-0.6110;-0.4007;-1.0348;-0.1567
1368;0.0865;;-0.2499;-0.8285;-0.7336;-0.4210;-0.8116;-0.1192
1369;0.2496;;-0.3476;-0.3246;-0.9207;-0.5329;-1.3890;-0.5050
1370;-0.0539;;-0.6247;-0.4166;-0.9876;-0.1816;-0.9571;-0.4375
1371;-0.1172;;-0.2336;-0.5448;-1.2762;-0.2832;-1.2374;-0.4387
1372;-0.0442;;-0.4943;-0.6473;-0.6854;-0.7256;-1.3360;-0.3733
1373;0.0626;;-0.6905;-0.4798;-0.4601;-0.4681;-1.0764;0.0622
1374;0.2597;;-0.0603;-0.3416;-1.0566;-0.2759;-1.0391;-0.7014
1375;0.2635;;-0.4699;-0.5563;-0.9597;-0.2360;-0.9297;-0.6098
1376;0.2325;;-0.3754;-0.7530;-0.6732;-0.6792;-0.9465;-0.2767
1377;-0.0786;;-0.2966;-0.2477;-0.8053;-0.4133;-1.2296;-0.7623
1378;-0.0212;;-0.4384;-0.5151;-0.6211;-0.2160;-0.7715;-0.4431
1379;0.1353;;-0.4069;-1.0039;-0.7790;-0.3298;-0.9337;-0.3052
1380;-0.0305;;-0.4542;-0.4853;-0.4697;-0.4727;-1.0006;-0.6193
1381;0.0678;;-0.3124;-0.7088;-0.9057;-0.2741;-1.2967;-0.4715
1382;0.0681;;-0.2651;-0.6933;-0.4955;-0.5928;-0.8220;-0.7025
1383;0.0535;;-0.3754;-0.6067;-0.8780;-0.2143;-0.8871;-0.4891
1384;0.2107;;-0.4227;-0.9425;-0.5966;-0.2425;-1.0659;-0.1836
1385;0.2929;;-0.3596;-0.7941;-0.9820;-0.6684;-0.9952;-0.6869
1386;0.2346;;-0.4857;-0.8427;-1.0452;-0.4084;-1.1313;-0.4223
1387;0.0971;;-0.3596;-0.5793;-0.8207;-0.2498;-1.0346;-0.2010
1388;-0.0439;;-0.4384;-0.9946;-0.3115;-0.1891;-1.4208;-0.4787
1389;-0.0237;;-0.6432;-0.3672;-0.4078;-0.3705;-1.1905;-0.8105
1390;0.0406;;-0.3439;-0.6696;-0.6621;-0.3290;-0.9676;-0.5150
1391;-0.1302;;-0.3911;-0.1928;-0.6915;-0.3731;-1.0503;-0.3032
1392;-0.0824;;-0.4227;-0.1500;-0.7113;-0.4682;-1.0024;-0.7337
1393;0.0353;;-0.2966;-0.6173;-0.6583;-0.3487;-1.1689;-0.0261
1394;-0.0051;;-0.4384;-0.2496;-0.6331;-0.3239;-1.0274;-0.8353
1395;0.0921;;-0.2966;-0.4145;-0.7762;-0.1040;-0.8883;-0.5846
1396;0.0609;;-0.2927;-0.8003;-0.6667;-0.1806;-1.4272;-0.0095
1397;0.1922;;-0.2150;-1.0252;-0.7771;-0.2309;-1.0597;-0.7507
1398;0.2927;;-0.2150;-0.6447;-1.1606;-0.0052;-1.0331;0.0456
1399;0.0997;;-0.4015;-0.6443;-0.5060;-0.4974;-0.8420;-0.5184
1400;0.5591;;-0.1528;-0.4694;-0.9607;0.0052;-0.9044;-0.5244
1401;0.3848;;-0.3393;-0.7326;-0.9543;-0.0438;-1.5534;-0.4804
1402;0.1893;;-0.0907;-0.5177;-0.9299;-0.3275;-1.2092;-0.6802
1403;0.2307;;-0.1995;-0.9353;-0.6777;-0.2747;-1.3186;-0.4666
1404;0.1948;;-0.2927;-0.6207;-0.9782;-0.3230;-1.3562;-0.5504
1405;0.0984;;-0.3704;-0.5704;-0.9802;-0.2800;-1.0532;-0.5495
1406;0.4575;;-0.0285;-0.4563;-0.7449;-0.2031;-1.0649;-0.8705
1407;0.1566;;-0.3083;-0.5002;-0.6286;-0.0064;-1.0359;-0.8836
1408;0.3921;;0.0026;-0.7063;-1.1834;-0.3725;-1.0592;-0.9525
1409;0.2240;;-0.0907;-0.9391;-0.7543;-0.4842;-1.3639;-0.8541
1410;0.0590;;-0.4948;-0.7823;-0.8391;-0.4909;-1.2732;-0.9217
1411;0.2719;;-0.1218;-0.4795;-0.6199;-0.5814;-1.0423;-0.9861
1412;0.1878;;-0.3860;-0.7417;-0.2023;-0.2269;-1.2243;-1.0348
1413;0.3211;;-0.2927;-0.8861;-0.7032;-0.3502;-1.0128;-0.5938
1414;-0.1537;;-0.6502;-0.5538;-1.0175;-0.2919;-1.2655;-0.7684
1415;0.1161;;-0.2927;-0.4839;-0.7478;-0.2608;-0.9385;-0.9865
1416;-0.0243;;-0.3704;-0.5125;-0.7376;-0.3576;-1.0383;-0.7139
1417;0.0380;;-0.6036;-0.4406;-0.7671;-0.4351;-1.4409;-0.4244
1418;0.3966;;-0.4326;-0.7203;-0.9239;-0.4745;-1.2231;-0.9376
1419;-0.0739;;-0.6657;-0.6367;-0.7208;-0.0872;-1.1779;-0.5307
1420;0.1633;;-0.4326;-0.4523;-1.1750;-0.2541;-1.1083;-0.4224
1421;0.1815;;-0.2616;-1.0068;-0.7874;-0.1369;-1.4409;-0.6403
1422;0.1261;;-0.5258;-1.1878;-0.5700;-0.4662;-1.0425;-1.0421
1423;-0.1151;;-0.5569;-0.7454;-0.9276;-0.2626;-1.0381;-0.5787
1424;0.2228;;-0.1528;-0.6107;-0.7761;-0.3152;-1.2025;-0.6729
1425;0.3688;;0.1735;-0.5024;-0.8108;-0.2201;-1.3104;-0.9799
1426;-0.1798;;-0.1218;-0.7156;-0.4582;-0.3031;-0.9952;-0.8498
1427;0.2347;;0.2046;-0.7341;-0.9550;-0.2166;-1.0313;-0.8605
1428;0.1980;;0.1425;-0.6587;-1.0492;-0.2925;-1.3162;-0.3792
1429;0.1131;;-0.1839;-0.5323;-0.4755;-0.3344;-1.0633;-0.4505
1430;0.2920;;0.1891;-0.6907;-1.0505;-0.4007;-0.9576;-0.4054
1431;0.3673;;0.3911;-0.7793;-0.8452;-0.3175;-1.0004;-0.2373
1432;0.4843;;0.4222;-0.4891;-0.5294;-0.3700;-1.2189;-0.6015
1433;0.1363;;-0.0130;-1.0263;-0.8366;-0.2715;-1.1136;-0.1099
1434;0.5567;;0.2357;-0.5866;-0.9031;-0.2147;-1.1408;-0.7914
1435;0.1098;;-0.1528;-0.6102;-0.5613;-0.1262;-0.9110;-0.7184
1436;0.1964;;-0.0130;-0.8542;-0.5368;-0.1247;-1.1682;-0.7309
1437;0.3112;;0.0026;-0.6825;-0.8192;-0.1218;-1.0151;-0.6815
1438;-0.0584;;-0.2305;-0.4025;-0.6147;-0.0013;-1.2882;-0.6761
1439;0.2425;;-0.0130;-0.9087;-0.4926;-0.2738;-1.2728;-0.3944
1440;-0.1241;;-0.3393;-0.4333;-0.6994;-0.4452;-1.1213;-0.2947
1441;0.1926;;-0.4326;-0.5988;-0.4198;-0.3092;-0.8825;-0.6315
1442;0.1493;;-0.3393;-0.8183;-0.8245;-1.0566;-1.2525;-1.1094
1443;0.2520;;0.0647;-0.9754;-0.8431;-0.6321;-1.2569;-1.0453
1444;0.0045;;-0.4637;-0.5311;-0.6001;-0.4285;-1.4615;-0.7198
1445;0.1734;;-0.1839;-0.5183;-0.9788;-0.5615;-1.1114;-0.9074
1446;-0.0024;;-0.3238;-0.7956;-0.9666;-0.4201;-1.0385;-0.5110
1447;0.1476;;-0.1218;-0.2742;-0.8267;-0.2766;-1.0665;-0.5564
1448;-0.1034;;-0.3860;-0.7654;-0.7263;-0.2140;-0.9184;-0.3289
1449;-0.2292;;-0.4481;-0.3680;-0.8223;-0.5578;-1.0289;-0.6735
1450;-0.0128;;-0.5258;-0.8599;-1.0370;-0.4341;-1.1202;-0.9113
1451;-0.0007;;-0.6036;-0.2287;-0.8950;-0.5678;-1.3514;-1.1587
1452;0.0902;;-0.4171;-0.6642;-1.4288;-0.2212;-1.7838;-0.7755
1453;-0.7786;;-1.3806;-0.7344;-2.8268;0.0178;-2.3839;-0.6443
1454;-0.1183;;-0.9299;-0.8720;-2.2498;-0.5284;-1.5425;-1.0071
1455;-0.3022;;-0.9921;-0.8315;-1.6274;-0.5018;-1.4644;-1.1274
1456;-0.1311;;-0.8522;-0.7594;-1.3587;-0.5709;-1.5452;-0.5861
1457;-0.2845;;-1.1786;-0.1710;-1.0571;-0.8397;-1.4820;-0.5917
1458;0.0120;;-0.8833;-0.7974;-1.2419;-0.6664;-1.3807;-0.6312
1459;-0.2458;;-1.1164;-1.0116;-1.3431;-0.5539;-1.5770;-1.1657
1460;-0.0222;;-0.7123;-0.9272;-1.8247;-1.0369;-1.8816;-2.0034
1461;0.0745;;-0.8211;-0.5098;-1.4451;-0.9527;-1.2554;-0.9775
1462;-0.0497;;-0.9144;-0.2926;-0.8889;-0.3668;-1.3136;-0.8501
1463;-0.3126;;-1.1009;-0.9958;-0.8362;-0.5963;-1.2586;-0.4965
1464;0.2242;;-0.8056;-0.3129;-0.7397;-0.8536;-1.5077;-1.0587
1465;0.0153;;-0.8988;-0.5437;-1.0331;-0.4025;-1.5185;-1.0033
1466;-0.3597;;-1.2719;-0.8521;-1.1153;-0.2806;-1.2536;-0.9335
1467;0.1509;;-0.9921;-0.6851;-1.0643;-0.5210;-1.0917;-0.4849
1468;0.0629;;-0.9921;-0.6166;-1.0679;-0.5415;-0.8121;-0.8893
1469;0.0914;;-1.0076;-0.2875;-0.8733;-0.5041;-1.2447;-0.4042
1470;-0.0372;;-1.0076;-0.1847;-0.6027;-0.2773;-0.9626;-0.7031
1471;0.2474;;-0.8367;-0.2823;-0.1163;-0.4800;-1.1436;-0.7413
1472;0.1317;;-0.8211;-0.6105;-0.5009;-0.4647;-1.2769;-0.6170
1473;0.4233;;-0.5725;-0.3887;-0.7346;-0.3026;-1.0582;-0.3837
1474;-0.1426;;-0.6968;-0.3439;-0.8954;-0.2914;-0.9661;-0.3812
1475;0.0450;;-0.3704;-0.5644;-0.8726;-0.3821;-1.0629;-0.2999
1476;-0.0795;;-0.4637;-0.6762;-1.2031;-0.2743;-0.8519;-0.9422
1477;0.0065;;-0.8988;-0.9645;-1.5213;-0.1399;-1.2220;-0.4610
1478;0.3565;;-0.4792;-0.4362;-1.1407;-0.3327;-1.1444;-0.5206
1479;0.4402;;-0.3083;-0.7826;-0.8087;-0.0894;-0.7957;-0.8093
1480;-0.0007;;-0.7901;-1.1568;-1.0635;-0.1543;-1.2757;-0.6724
1481;-0.3181;;-0.6968;-0.3402;-1.1749;-0.2783;-1.1626;-0.9899
1482;0.2314;;-0.3393;-0.9634;-0.6246;-0.3056;-1.0923;-0.6102
1483;-0.1417;;-0.5569;-0.7253;-0.9129;-0.5487;-1.3567;-0.3190
1484;0.1840;;-0.3549;-0.7035;-0.4391;-0.2940;-1.0358;-0.2062
1485;0.1288;;-0.2150;-0.7655;-0.5999;-0.3875;-0.7748;-0.5144
1486;0.2574;;-0.4171;-0.7467;-0.5747;-0.0693;-1.0162;-0.2558
1487;-0.0816;;-0.4637;-0.8797;-1.1736;-0.1009;-1.0189;-0.5647
1488;0.1457;;-0.4481;-0.5622;-0.7857;-0.4268;-1.3392;-0.1004
1489;0.1414;;-0.2150;-0.5334;-0.5944;-0.4051;-1.4127;-0.4785
1490;0.2166;;-0.2305;-0.7379;-0.8390;-0.2809;-1.1367;-0.8915
1491;0.0046;;-0.6502;-0.5899;-0.5966;-0.3461;-1.2745;-0.7104
1492;0.0259;;-0.6989;-1.0403;-0.7779;-0.1573;-1.2805;-0.5938
1493;0.1819;;-0.3936;-0.8211;-0.4102;-0.3510;-1.1724;-0.4969
1494;0.2004;;-0.4242;-1.0166;-0.4009;-0.5373;-0.9678;-0.6815
1495;-0.0416;;-0.7753;-1.0290;-0.6570;-0.1503;-0.9681;-0.5586
1496;0.0728;;-0.5616;-0.5010;-0.6429;-0.1830;-1.3653;-0.7192
1497;0.0360;;-0.5158;-0.9129;-0.6451;-0.3424;-0.9978;-0.4078
1498;-0.0254;;-0.5463;-0.4341;-0.6054;-0.4757;-1.5140;-0.6543
1499;0.4315;;0.2170;-0.9068;-0.8205;-0.3336;-1.2143;-0.6553
1500;-0.0011;;-0.3020;-0.7237;-0.4800;-0.3233;-1.2366;-0.5468
1501;0.2083;;-0.3326;-0.5763;-0.6814;-0.4033;-0.7848;-0.4398
1502;0.0881;;-0.1494;-0.7620;-0.5974;-0.4829;-0.8763;-0.7380
1503;0.0382;;-0.4089;-0.5432;-0.5356;-0.5170;-1.0048;-0.5158
1504;0.2265;;-0.1189;-0.6724;-0.4253;-0.4781;-0.4449;-0.3297
1505;0.0131;;-0.3173;-0.9619;-0.5897;-0.5801;-0.9175;-0.6794
1506;0.1450;;-0.2868;-0.7019;-0.3420;-0.5287;-0.9152;-0.4823
1507;0.0893;;-0.3631;-0.4599;-0.1023;-0.2910;-1.0671;-0.5651
1508;0.0038;;-0.4700;-0.6182;-0.3760;-0.5217;-1.1215;-0.6937
1509;-0.0183;;-0.6073;-0.6511;-0.6303;-0.5064;-1.3034;-0.8346
1510;0.3648;;-0.0905;-0.5916;-0.5075;-0.2952;-1.4545;-0.3580
1511;0.1749;;-0.2963;-0.3040;-0.7054;-0.0669;-1.0299;-0.7629
1512;0.1781;;-0.4287;-0.4582;-0.7083;-0.0840;-1.1323;-0.4790
1513;0.1929;;-0.4581;-0.7023;-0.8319;-0.1409;-1.0362;-0.1837
1514;0.0275;;-0.5904;-0.7785;-1.0487;-0.2946;-1.0108;-0.4602
1515;0.1466;;-0.5904;-0.6392;-0.1993;-0.3853;-0.8254;-0.1254
1516;-0.2585;;-0.7521;-0.8001;-0.1654;-0.3085;-1.3854;-0.6745
1517;0.2153;;-0.2669;-0.4176;-0.7088;-0.3637;-1.3276;-0.8470
1518;0.1539;;-0.4728;-0.9748;-0.9210;-0.2239;-1.0421;-0.7984
1519;0.4841;;-0.3405;-0.7329;-0.4337;-0.2612;-1.2225;-0.4196
1520;0.1162;;-0.4434;-0.6834;-0.7790;-0.5045;-0.9990;-0.3254
1521;0.3788;;-0.1485;-0.6007;-0.5983;-0.4971;-1.1907;-0.6384
1522;-0.0297;;-0.4749;-1.0507;-1.0135;-0.5256;-1.3679;-0.2294
1523;-0.1256;;-0.5342;-0.7790;-0.9155;-0.6271;-1.2394;-0.4081
1524;-0.0783;;-0.5935;-0.8789;-1.0095;-0.2039;-1.2478;-0.4055
1525;0.1421;;-0.2820;-0.8580;-0.6757;-0.3273;-0.9827;-0.2985
1526;0.1257;;-0.5787;-0.9558;-0.9290;-0.7340;-1.3722;-0.8273
1527;-0.0052;;-0.1633;-0.7584;-0.8506;-0.5583;-0.9764;-0.6540
1528;0.1627;;-0.3117;-0.5361;-0.7321;-0.5827;-1.1768;-0.3989
1529;0.2710;;0.0443;-0.8511;-0.6196;-0.1926;-1.2165;-0.7363
1530;0.3434;;-0.0743;-0.9239;-0.8829;-0.3604;-1.0513;-0.2583
1531;-0.0579;;-0.1930;-0.6675;-0.9552;-0.1976;-1.1470;-0.5005
1532;-0.0371;;-0.3265;-0.4454;-0.7577;-0.2192;-0.7642;0.0019
1533;-0.0034;;-0.1485;-0.5780;-0.9850;-0.1367;-0.9278;-0.2515
1534;0.2213;;-0.2820;-0.7237;-0.5602;-0.2626;-1.1228;-0.1828
1535;-0.0604;;-0.2968;-0.6852;-0.6387;0.0350;-0.7599;-0.2860
1536;0.3534;;-0.0298;-0.9231;-0.5435;-0.4707;-0.9166;-0.2596
1537;0.1345;;-0.2820;-0.6595;-0.3197;-0.4459;-0.9875;-0.5896
1538;-0.0145;;-0.5342;-0.6503;-0.6112;-0.4076;-1.2108;-0.5418
1539;0.2453;;-0.1633;-0.7170;-0.5575;-0.1868;-1.0588;-0.6445
1540;0.1880;;-0.0150;-0.6102;-0.6505;-0.3911;-0.8526;-0.8692
1541;0.1325;;-0.2078;-0.5562;-0.7819;-0.4565;-0.8640;-0.6702
1542;-0.3241;;-0.7864;-0.7050;-0.5384;-0.6182;-1.1007;-0.7707
1543;-0.0040;;-0.2078;-0.9021;-0.4211;-0.4502;-0.9153;-0.7588
1544;0.1108;;-0.4155;-0.6363;-1.0669;-0.6189;-1.0899;-0.6929
1545;0.2315;;-0.1782;-0.5819;-0.5269;-0.2091;-0.7886;-0.1620
1546;0.0950;;-0.4007;-0.5271;-0.4950;-0.2777;-1.0490;-1.0217
1547;0.2962;;-0.1930;-0.6619;-0.5394;-0.1919;-0.9543;-0.6307
1548;-0.0213;;-0.3413;-0.6372;-0.6355;-0.3344;-1.0988;-0.3765
1549;-0.0551;;-0.5787;-0.4307;-0.2921;-0.3382;-1.0149;-0.6334
1550;0.1891;;-0.3117;-0.3291;-0.4831;-0.2063;-1.3080;-0.5876
1551;0.3196;;-0.0421;-0.5363;-0.3130;-0.2572;-1.3065;-0.6812
1552;0.2902;;-0.2066;-0.8407;-0.8549;-0.1131;-1.2643;-0.6971
1553;0.1140;;-0.5057;-0.3136;-0.9355;-0.3729;-1.0559;-0.6696
1554;0.0624;;-0.5356;-0.6276;-0.7960;-0.8253;-1.1157;-1.0877
1555;0.1791;;-0.3711;-0.4711;-0.9023;-0.1973;-1.1820;-0.9602
1556;0.2496;;-0.5356;-0.5382;-0.8412;-0.2242;-1.2444;-0.7646
1557;0.1340;;-0.4010;-0.9070;-0.7050;-0.2270;-1.1503;-0.4926
1558;0.3449;;-0.0870;-1.1034;-0.4363;-0.1379;-1.5974;-0.8996
1559;0.1913;;-0.2664;-0.4760;-0.6298;0.0052;-1.0877;-0.8699
1560;0.1782;;-0.0570;-0.5075;-0.4981;-0.4233;-1.4277;-0.6805
1561;0.1976;;0.0626;-0.3189;-0.8545;-0.6076;-1.1934;-1.1719
1562;0.2781;;-0.1468;-0.5993;-0.3654;-0.4672;-1.4556;-0.7393
1563;0.2348;;-0.5655;-0.6019;-0.5845;-0.4051;-1.0493;-0.6611
1564;0.3464;;-0.1767;-0.4612;-0.6943;-0.1382;-1.0014;-0.6189
1565;0.5056;;-0.1767;-0.8181;-0.6057;-0.3383;-1.2076;-0.7601
1566;0.3774;;-0.3561;-0.4408;-0.3315;-0.2551;-1.1746;-0.5058
1567;0.3981;;-0.4608;-0.5720;-0.4378;-0.2909;-1.0038;-0.2221
1568;-0.1177;;-0.5655;-0.5386;-0.6067;-0.4407;-1.1723;-0.5531
1569;-0.1988;;-0.7599;-0.7190;-0.5177;-0.2205;-0.9448;-0.6242
1570;0.1935;;-0.2515;-0.6344;-0.5628;-0.5558;-0.7742;-0.7188
1571;0.0425;;-0.6104;-0.4112;-0.8164;-0.2256;-1.0758;-0.2557
1572;-0.0001;;-0.6851;-0.2650;-0.7654;-0.1492;-0.5947;-0.3787
1573;-0.2410;;-0.6253;-0.4500;-0.9248;-0.3667;-0.7965;-0.6919
1574;0.0658;;-0.2515;-0.4282;-0.6974;-0.2063;-0.7697;-0.4166
1575;0.3163;;-0.0421;-0.3862;-0.9434;-0.2485;-0.9867;-0.6679
1576;-0.0407;;-0.5057;-0.4551;-1.0003;-0.2904;-0.8499;-0.7075
1577;0.0517;;-0.5356;-0.8016;-0.7355;-0.2519;-1.0326;-0.4798
1578;0.0677;;-0.6702;-0.5109;-1.1678;-0.4856;-0.6874;-0.6535
1579;-0.0278;;-0.5655;-0.1909;-1.0919;-0.1230;-0.6627;-0.6878
1580;-0.1269;;-0.6253;-0.4175;-0.5601;-0.4645;-0.9268;-0.4814
1581;-0.1283;;-0.5505;-0.1468;-0.5753;-0.3313;-0.5678;-0.0478
1582;0.1233;;-0.4758;-0.3072;-1.2268;-0.1560;-0.9858;-0.7769
1583;0.3774;;-0.2066;-0.1653;-0.9441;-0.3153;-1.1488;-0.6514
1584;0.3264;;-0.2515;-0.7044;-1.0247;-0.1625;-0.5903;-1.0181
1585;-0.3256;;-0.7150;-0.4558;-1.6310;-1.1247;-0.8393;-1.6524
1586;0.1263;;-0.2066;-0.5757;-1.0639;-0.3978;-0.9916;-0.9373
1587;-0.1231;;-0.7749;-0.4513;-0.8057;-0.4194;-1.0841;-0.9379
1588;0.0682;;-0.5356;-0.2074;-0.9608;-0.3283;-1.4835;-0.4881
1589;-0.1494;;-0.8197;-0.8374;-0.9413;-0.1959;-1.5909;-0.6899
1590;0.0718;;-0.7749;-0.6688;-0.6625;-0.1931;-1.3913;-0.8815
1591;0.1485;;-0.5805;-0.5950;-0.6848;-0.3273;-1.1387;-0.6011
1592;-0.1164;;-0.6403;-0.4721;-0.7340;-0.1566;-1.1215;-0.3887
1593;-0.3627;;-1.0588;-0.9197;-0.5832;-0.2508;-1.1326;-0.8451
1594;-0.0989;;-0.4401;-0.6632;-0.7841;-0.2377;-0.8509;-0.9059
1595;0.1556;;-0.6665;-0.4690;-0.5931;-0.4677;-1.1281;-0.7811
1596;0.0781;;-0.6816;-0.8317;-0.4792;-0.5080;-1.2420;-0.8217
1597;-0.0702;;-0.7872;-0.8558;-0.9454;-0.6288;-1.0572;-0.5451
1598;0.2471;;-0.4099;-0.4171;-0.6233;-0.3695;-0.9708;-0.7096
1599;0.2966;;-0.3194;-0.6408;-0.9084;-0.1428;-1.0980;-0.3376
1600;-0.0407;;-0.7094;-1.4489;-2.9530;-1.4977;-1.2376;-2.0671
1601;-0.7092;;-1.5026;-1.3762;-2.2688;-1.6745;-2.0218;-2.2086
1602;0.0876;;-0.8563;-0.9850;-1.3209;-1.0754;-1.5937;-1.6336
1603;-0.1452;;-0.8416;-0.7756;-1.1079;-1.0403;-1.5889;-1.2034
1604;-0.0144;;-0.9297;-0.3157;-0.9382;-0.7001;-1.2910;-0.9217
1605;-0.1331;;-1.0326;-0.8291;-0.9486;-0.6033;-1.2480;-0.6958
1606;-0.0362;;-1.0473;-1.0221;-1.0272;-0.3033;-1.0743;-1.1265
1607;0.1987;;-0.5185;-0.9320;-0.6363;-0.6176;-1.2815;-0.9729
1608;-0.0455;;-0.7241;-0.6812;-0.8229;-0.2823;-1.3300;-0.7351
1609;-0.2440;;-0.7829;-0.5957;-0.6053;-0.0336;-1.2913;-0.6626
1610;0.3662;;-0.2541;-0.7111;-0.8896;0.0274;-1.1168;-0.5625
1611;0.1230;;-0.5332;-0.5830;-1.0074;-0.3177;-1.1874;-0.6616
1612;0.2730;;-0.1513;-0.6845;-0.6823;-0.2134;-1.0979;-0.6922
1613;0.1806;;-0.2981;-0.8446;-0.5879;-0.3622;-1.5427;-0.7117
1614;-0.1061;;-0.3569;-0.2807;-1.0352;-0.1532;-1.1709;-0.8931
1615;0.2637;;-0.3422;-0.6502;-0.9606;-0.4847;-1.3777;-0.9143
